index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/gesellschaft/2025-09/umwelt-extreme-nordsee-ostsee-sturmfluten,https://www.zeit.de/gesellschaft/2025-09/umwelt-extreme-nordsee-ostsee-sturmfluten,0,www.zeit.de,Wetterextreme: Höhere Sturmfluten in Nord- und Ostsee durch Klimakrise,Die Folgen des Klimawandels sind auch in der Nord- und Ostsee zu spüren. Sturmfluten laufen höher auf und führen häufiger zu Schäden an Küstenorten.,https://img.zeit.de/wissen/umwelt/2025-09/umwelt-extreme-nordsee-ostsee-sturmfluten-bild-2/wide__1300x731,2025-09-16T13:31:08Z,,Die Klimakrise führt in der Nord- und Ostsee zu immer höheren Sturmfluten und anderen Extremen in beiden Meeren. Nach Einschätzung des Bundesamtes für Seeschifffahrt und Hydrographie (BSH) sind diese… [+574 chars],,de,'Sturmflut'
