index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.bild.de/news/ausland/warnung-vor-mehr-starkregen-ueber-220-tote-bei-sturmflut-in-pakistan-und-indien-689f3044f3b3300719842cc6,https://www.bild.de/news/ausland/warnung-vor-mehr-starkregen-ueber-220-tote-bei-sturmflut-in-pakistan-und-indien-689f3044f3b3300719842cc6,0,www.bild.de,Warnung vor mehr Starkregen - Über 220 Tote bei Sturmflut in Pakistan und Indien,Heftige Regenfälle haben im Himalaya-Raum erneut eine Katastrophe ausgelöst.,"https://images.bild.de/689f3044f3b3300719842cc6/92a222228def4dcc9350641a4165e21c,fe1a8a95?w=1280",2025-08-15T14:30:30Z,,"Heftige Regenfälle haben im Himalaya-Raum erneut eine Katastrophe ausgelöst: Bei Erdrutschen und Sturzfluten in Pakistan und Indien sind über 220 Menschen ums Leben gekommen.
Besonders betroffen war… [+1959 chars]",,de,'Sturmflut'
